;Unnamed: 0;name;seller;seller_link;freq_bought;freq_bought_link;link_to_all_reviews;power source;optical drive type;brightness rating;battery description;brand name;item model number;language;connectivity technologies;coating;fabric type;tab color;paper weight;batteries required;style;international shipping;graphics card ram size;screen resolution;pre-printed;material type;item thickness;shape;flash memory size;os;package dimensions;backing;additional features;chipset brand;sheet size;is discontinued by manufacturer;ASIN;binding;operating system;item weight;number of usb 3.0 ports;computer memory type;batteries;hardware platform;domestic shipping;memory speed;connectivity technology;date first available;pricing;number of items;standing screen display size;item dimensions  lxwxh;processor count;ram;card description;brand;processor brand;corner/edge style;model number;best sellers rank;voltage;paper finish;number of pieces;rating;product dimensions;release date;usage;average battery life (in hours);max screen resolution;other display features;batteries included?;total recycled content percentage;closure;warranty description;manufacturer recommended age;material;rear webcam resolution;graphics coprocessor;wireless type;national stock number;manufacturer;series;manufacturer part number;item package quantity;included components;part number;is assembly required?;thickness;binding edge;battery cell type;color;hard drive interface;batteries required?;department;number of usb 2.0 ports;size;colour;mfg recommended age;hard drive rotational speed;expansion;cover material
1595;1595;JX2 2 in 1 Out HDMI Kvm Switch, 2-Port USB VGA Cable and Push Button Switching Function for PC, Monitor, Printer, Keyboard, Mouse Control;ShopKluez;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3FSJBKV1BOYWJ&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;4.25 x 3.35 x 1.14 inches;;;;;;B083DWWMWY;;;3.41 ounces;;;;;;;;January 2, 2020;;;;;;;;;;;;#1,541 in KVM Switches;;;;0.0;;;;;;;;;;;;;;;;;JX2;;;;;;;;;;;;;;;;;;;;
1596;1596;Plug-in Tier 2 Card;;;;;;;;;;;99006543800;;;;;;;;;This item can be shipped to select countries outside of the U.S. Learn More;;;;;;;;;;;;;;;B009SDMSM8;;;0.352 ounces;;;;;Item can be shipped within U.S.;;;March 5, 2013;;;;;;;;;;;;#5,937 in Computer Keyboard & Mouse Combos;;;;0.0;5.25 x 5.25 x 0.68 inches;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1597;1597;IOGEAR 2-Port DVI KVMP Switch with Cables and Wireless Media Center Keyboard and Mouse, GCS1102-KM1;;;;;https://www.amazon.com//IOGEAR-2-Port-Wireless-Keyboard-GCS1102-KM1/product-reviews/B0036Z9TVC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;GCS1102-KM1;English;;;;;;;;;;;;;;;;;;;;;;No;B0036Z9TVC;;;6.93 pounds;;;;;;;;02M 2, 2010;;;;;;;;;;;;#1,450 in KVM Switches;;;;4.3;22 x 9.5 x 10.5 inches;;;;;;;;;;;;;;;;IOGEAR;;;;;;;;;;;;;;;;;;;;
1598;1598;Playmat/Mouse Pad: Yugioh Dark Paladin;Transcend Cards;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A37RFW14HEGL8S&isAmazonFulfilled=1;;;https://www.amazon.com//Playmat-Mouse-Pad-Yugioh-Paladin/product-reviews/B07TRWXTJM/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;14.57 x 3.94 x 1.81 inches;;;;;No;B07TRWXTJM;;;8.8 ounces;;;;;;;;;;;;;;;;;;;;#416,120 in Office Products ( See Top 100 in Office Products ) #14,902 in Mouse Pads;;;;5.0;;;;;;;;;;;12 months and up;;;;;;Canada;;;;;;;;;;;;;;;;;12 months and up;;;
1599;1599;JNKPOAI 2021 Honeycomb Calendar Mouse Pad Anti-Slip Mouse Pad for Office (Honeycomb Calendar, Square);WDY store;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ADPP1IRCRDK7B&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;Rubber;;Square;;;9.45 x 7.87 x 0.08 inches;;;;;;B08MJRDLV9;;;2.12 ounces;;;;;;;;November 3, 2020;;;;;;;;JNKPOAI;;;;#115,771 in Office Products ( See Top 100 in Office Products ) #3,235 in Mouse Pads;;;;4.6;;;;;;;;;;;;;;;;;JNKPOAI;;A13572222;;;;;;;;Honeycomb Calendar;;;;;square;;;;;
1600;1600;Kanto Starters 01 Board Game Playmat for Pokemon Cards Games Mouse Pad Play Mat;Transcend Cards;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A37RFW14HEGL8S&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9 x 3.15 x 2.24 inches;;;;;No;B07TT1ZH2N;;;11.1 ounces;;;;;;;;December 12, 2018;;;;;;;;Transcend Cards;;;;#634,289 in Office Products ( See Top 100 in Office Products ) #25,694 in Mouse Pads;;;;4.0;;;;;;;;;;;;;;;;;Canada880859836490;;;;;;;;;;;;;;;;;;;;
1601;1601;pzoz Case Compatible for iPad Air 1/2 /Pro 9.7 / 5th /6th Case for Kids Shockproof Silicone Handle Stand Heavy Duty Protective Boys Girls Cover for Apple iPad Air 9.7 2017/2018 Generation(Pink);JoyceYoung;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3V9OBAJCQKUBJ&isAmazonFulfilled=1;SPARIN Screen Protector Compatible with iPad 6th Generation 9.7 inch, Tempered Glass Compatible with…;https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/dp/B013JZCAZK/ref=pd_bxgy_2/136-1765126-5834169?_encoding=UTF8&pd_rd_i=B013JZCAZK&pd_rd_r=3fcf6e6a-36db-458b-b61a-8f67502a540e&pd_rd_w=2aoBj&pd_rd_wg=cKeJo&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2HP9B6GB4MXKN5MPS9ND&psc=1&refRID=2HP9B6GB4MXKN5MPS9ND;https://www.amazon.com//pzoz-Compatible-Shockproof-Silicone-Generation/product-reviews/B07DR7TTPG/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;C2I_INV_B07DR7TTPG_R;;;;;;;;;;;;;;;;;;16 x 11.5 x 0.4 inches;;;;;No;B07DR7TTPG;;;14.4 ounces;;;;;;;;June 14, 2018;;;9.7 Inches;;;;;Pzoz;;;;#634 in Tablet Cases;;;;3.9;;;;;;;;;;;;;;;;;pzoz;;;;;;;;;;Pink;;;;;;;;;;
1602;1602;USB C HUB for iPad Pro 11 12.9 2020 2018,iPad Air 4,7 in 1 iPad Pro Hub with 4K HDMI,3.5mm Headphone Jack,USB3.0,USB C PD Charging&Data,USB C Earphone Jack,SD/Micro SD Card Reader,adapter for iPad Pro;Gkeapza;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A27PNF6PWPKOGL&isAmazonFulfilled=1;JETech Screen Protector for iPad Pro 12.9-Inch (2020 and 2018 Model, Edge to Edge Liquid Retina…;https://www.amazon.com/JETech-Protector-12-9-Inch-Generation-Compatible/dp/B07GZTBPNT/ref=pd_bxgy_2/136-9971808-6635768?_encoding=UTF8&pd_rd_i=B07GZTBPNT&pd_rd_r=dcb5b306-1c24-4639-bd34-7dd90a64c93a&pd_rd_w=yo7mb&pd_rd_wg=flM4B&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=QZAZ2Q1DFMTSYWNG46K9&psc=1&refRID=QZAZ2Q1DFMTSYWNG46K9;https://www.amazon.com//Adapter-Earphone-Headphone-Control-Charging/product-reviews/B0816SBM5M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;S701;;;;;;;;;;;;;;;;;;;;;;;;B0816SBM5M;;;1.23 ounces;;;;;;;;November 8, 2019;;;;;;;;;;;;#92 in USB Hubs;;;;4.2;3.8 x 1.5 x 0.4 inches;;;;;;;;;;;;;;;;GKEAPZA;;;;;;;;;;;;;;;;;;;;
1603;1603;Miyaso Mouse Pad, Ergonomic Mouse Pad with Gel Wrist Rest Support, Gaming Mouse Pad with Lycra Cloth, Non-Slip PU Base for Computer, Laptop, Home, Office & Travel Hands Pain Relief, Pink Marble;Aimbow;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3BOR4NXAXKQC7&isAmazonFulfilled=1;;;https://www.amazon.com//Miyaso-Ergonomic-Support-Non-Slip-Computer/product-reviews/B089S3KYM4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;6 x 6 x 2 inches;;;;;;B089S3KYM4;;;5.3 ounces;;;;;;;;June 7, 2020;;;;;;;;Miyaso;;;;#73,239 in Office Products ( See Top 100 in Office Products ) #1,878 in Mouse Pads;;;;4.7;;;;;;;;;;;;;;;;;Miyaso;;Miyaso-SBD;;;;;;;;Pink Marble;;;;;;;;;;
1604;1604;"Swono Ethnic Mouse Pads Black and White Geometric Tribal Ethnic Pattern Mouse Pad for Laptop Funny Non-Slip Gaming Mouse Pad for Office Home Travel Mouse Mat 7.9""X9.5""";SOSRUR;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A7XXVO8JL455O&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;Polyester;;;;;9.41 x 7.87 x 0.16 inches;;;;;;B08CXPKY7W;;;2.43 ounces;;;;;;;;July 14, 2020;;;;;;;;Swono;;;;#108,263 in Office Products ( See Top 100 in Office Products ) #2,972 in Mouse Pads;;;;4.9;;;;;;;;;;;;;;;;;Swono;;KJWF-m1-171;;;;;;;;Multi-183;;;;;"7.9""x9.5""";;;;;
1605;1605;LINARTS Mouse Pad, Printed African Women with Blue Hair Hairstyle Galaxy Background Pattern Design Round Non-Slip Rubber Mouse Pads Office Desk Accessories for Computers Laptop;LINARTS;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A70Y30UIUXZXQ&isAmazonFulfilled=1;Smooffly Gaming Mouse Pad Custom,African Woman Personalized Design Non-Slip Rubber Mousepad;https://www.amazon.com/Smooffly-African-Personalized-Non-Slip-Mousepad/dp/B078WV6PFV/ref=pd_bxgy_2/139-4671689-2397119?_encoding=UTF8&pd_rd_i=B078WV6PFV&pd_rd_r=2a3bba3c-6b7a-4e25-ae9f-8e8eb861966d&pd_rd_w=CMmSR&pd_rd_wg=RIRoG&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=2RMBDPEGJZZ7VMXFNQE2&psc=1&refRID=2RMBDPEGJZZ7VMXFNQE2;https://www.amazon.com//LINARTS-Hairstyle-Background-Accessories-Computers/product-reviews/B07Y6FCN8L/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;Round;;;;;;;;;B07Y6FCN8L;;;1.58 ounces;;;;;;;;September 21, 2019;;;;;;;;LINARTS;;;;#31,317 in Office Products ( See Top 100 in Office Products ) #668 in Mouse Pads;;;;4.8;8 x 8 x 0.12 inches;;;;;;;;;;;;;;;;LINARTS;;LINARTS-1;;;;;;;;African Women;;;;;;;;;;
1606;1606;Large Gaming Mouse Pad (36×16 inch), Non-Slip Rubber Base, Stitched Edges, Professional High-Performance Extended Mousepad Mouse Mat, 2 Designs Available by GamingEagle - Eagle Design;LT Trading;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8V67KOVOI8TR&isAmazonFulfilled=1;Logitech G502 Hero High Performance Gaming Mouse;https://www.amazon.com/Logitech-G502-Performance-Gaming-Mouse/dp/B07GBZ4Q68/ref=pd_bxgy_2/136-5903823-0949224?_encoding=UTF8&pd_rd_i=B07GBZ4Q68&pd_rd_r=42db983c-ead9-4d0c-92f7-81aca99cdc34&pd_rd_w=jEc6Z&pd_rd_wg=Zmt91&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Y4Z787FXEC9K6ZYTNGKP&psc=1&refRID=Y4Z787FXEC9K6ZYTNGKP;https://www.amazon.com//Gaming-Professional-High-Performance-Available-GamingEagle/product-reviews/B07JZ29ZDN/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;B07JZ29ZDN;;;;;;;;;;;;;Rubber;;Rectangular;;;16.46 x 3.39 x 3.03 inches;;;;;No;B07JZ29ZDN;;;1.32 pounds;;;;;;;;10M 21, 2018;;;;;;;;Gaming Eagle;;;;#98,402 in Office Products ( See Top 100 in Office Products ) #2,669 in Mouse Pads;;;;4.8;;;;;;;;;;;;;;;;;Gaming Eagle;;B07JZ29ZDN;;;;;;;;Eagle;;;;;36×16 inches (92×40 cm);;;;;
1607;1607;Nicokee Gaming Mouse Pad Colored World Map Borders Countries Roads and Cities Isolated Non-Slip Rubber Mouse Pad for Computers, Laptop, Office, Home Rectangle Mousepad 9.5 Inch x 7.9 Inch;xian qianqiu;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AS5N746298IM4&isAmazonFulfilled=1;;;https://www.amazon.com//Nicokee-Countries-Isolated-Computers-Rectangle/product-reviews/B08GR2WYV3/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;ZNK-SO-U-114;;;;;;;;;;;;;Natural Rubber;;Rectangular;;;;;;;;;B08GR2WYV3;;;2.39 ounces;;;;;;;;August 28, 2020;;1.0;;;;;;Nicokee;;;;#73,562 in Office Products ( See Top 100 in Office Products ) #1,886 in Mouse Pads;;;;4.5;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;Nicokee;;ZNK-SO-U-114;;;;;;;;Color -10;;;;;9.5 x 7.9 Inch;;;;;
1608;1608;Mouse Pad Headset Music Elephant Pattern Cute Desk Mousepad Non-Slip Rubber Custom Computer Laptop Gaming Mouse Pad Rectangle Mouse Pads for Home and Office;Sunwinter;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AJWJIDTX6JK83&isAmazonFulfilled=1;Smooffly Gaming Mouse Pad Custom,Stay Positive Work Hard and Make It Happen Motivational Sign…;https://www.amazon.com/Smooffly-Gaming-Positive-Motivational-Inspirational/dp/B078ZCW8XM/ref=pd_bxgy_2/139-0444942-6856455?_encoding=UTF8&pd_rd_i=B078ZCW8XM&pd_rd_r=2f3a085c-9c84-461d-abf6-7f6c30c8541e&pd_rd_w=KQLXg&pd_rd_wg=8RQ4q&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=5PNHMKR7N58DX5JYWPK2&psc=1&refRID=5PNHMKR7N58DX5JYWPK2;https://www.amazon.com//Elephant-Mousepad-Non-Slip-Computer-Rectangle/product-reviews/B07XHT6VKZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;Rectangular;;;;;;;;;B07XHT6VKZ;;;3.2 ounces;;;;;;;;September 7, 2019;;;;;;;;Kelysun;;;;#50,877 in Office Products ( See Top 100 in Office Products ) #1,197 in Mouse Pads;;;;4.7;9.84 x 7.9 x 0.08 inches;;;;;;;;;;;;;;;;Kelysun;;FBA_Mousepad_002;;;;;;;;Music Elephant;;;;;250 x 200 x 2mm;;;;;
1609;1609;Amcove Chaos Coordinator Mouse Pads Non-Slip Gaming Mouse Pad Mousepad for Working 9.5 X 7.9 Inch (240mmX200mmX3mm);Emoya;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A10G3R6OHTHEEB&isAmazonFulfilled=1;;;https://www.amazon.com//Amcove-Coordinator-Non-Slip-Mousepad-240mmX200mmX3mm/product-reviews/B08CZR4KZD/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;Amcove-MP-3186;;;;;;;;;;;;;Rubber;;;;;;;;;;;B08CZR4KZD;;;3.17 ounces;;;;;;;;July 15, 2020;;;;;;;;Amcove;;;;#73,424 in Office Products ( See Top 100 in Office Products ) #1,882 in Mouse Pads;;;;4.8;9.45 x 7.87 x 0.12 inches;;;;;;;;;;;;;;;;Amcove;;Amcove-MP-3186;;;;;;;;Am24;;;;;9.5*7.9 Inch;;;;;
1610;1610;TUNJILOOL 2 in 1 Double-Sided Round Mouse Pad Waterproof PU Leather 220x220x22mm Protective Writing Pad, Suitable for Office Home (Pink/Sliver);Power tiger;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A8FTBEXEWI9IG&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;Round;;;8.62 x 8.5 x 0.16 inches;;;;;;B08P8MZ65N;;;1.72 ounces;;;;;;;;December 7, 2020;;;;;;;;TUNJILOOL;;;;#32,670 in Office Products ( See Top 100 in Office Products ) #702 in Mouse Pads;;;;4.3;;;;;;;;;;;;;;;;;TUNJILOOL;;TUN-0001;;;;;;;;Pink/Sliver;;;;;;;;;;
1611;1611;2.4 GHz Wireless Mouse, Six-Button Silent Wireless Computer Mice with 1200/1600/2400 Adjustable Portable USB Mouse for Desktop/Laptop/PC(Black);VSVABEFV;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2ZM2Y3L4U77FG&isAmazonFulfilled=1;AVENGERS INFINITY WAR - COMPUTER MOUSE PAD - 10INX8IN - GUARDIANS OF THE GALAXY - THICK NON SLIP;https://www.amazon.com/AVENGERS-INFINITY-WAR-COMPUTER-GUARDIANS/dp/B07DCD96F6/ref=pd_bxgy_2/145-5007738-5284132?_encoding=UTF8&pd_rd_i=B07DCD96F6&pd_rd_r=00033273-187b-454d-af79-9963deb886ae&pd_rd_w=Rw3yO&pd_rd_wg=auX12&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=Z8BZQNZRYHEFXGQ6D9MC&psc=1&refRID=Z8BZQNZRYHEFXGQ6D9MC;https://www.amazon.com//Wireless-Six-Button-Silent-Adjustable-Desktop/product-reviews/B07QWTB71V/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B07QWTB71V;;;3.2 ounces;;;;;;;;April 23, 2019;;;;;;;;;;;;#36,548 in Video Games ( See Top 100 in Video Games ) #1,346 in PC Gaming Mice;;;;4.6;3.15 x 1.57 x 0.79 inches;;;;;;;;;;;;;;;;fhong;;;;;;;;;;;;;;;;;;;;
1612;1612;RGB Gaming Mouse Pad Pink, Large Extended Glowing Led Mousepad with 14 Lighting Modes, Non-Slip Rubber Base Computer Keyboard Pad Mat for Gamer, 32x12 x 0.16 Inch - Pink;kusma;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14613JNG7XDDX&isAmazonFulfilled=1;;;;;;;;;;;;;;;;;;;;;;;;;;;14.4 x 3.9 x 3.9 inches;;;;;;B08RJZJPFW;;;1.39 pounds;;;;;;;;December 29, 2020;;;;;;;;;;;;#43,699 in Office Products ( See Top 100 in Office Products ) #1,016 in Mouse Pads;;;;0.0;;;;;;;;;;;;;;;;;kusma;;;;;;;;;;;;;;;;;;;;
1613;1613;AUTLEY Wireless Vertical Mouse, 2.4G Optical Wireless Silent Ergonomic Mouse for Large Hands, for Laptop, Computer, Desktop, with Adjustable 800/1200/1600 DPI (Silent Click);AutleyDirect;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A119W571DHGNNL&isAmazonFulfilled=1;Anker 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600 DPI, 5 Buttons for Laptop…;https://www.amazon.com/Anker-Wireless-Vertical-Ergonomic-Optical/dp/B00BIFNTMC/ref=pd_bxgy_2/133-1458972-4996229?_encoding=UTF8&pd_rd_i=B00BIFNTMC&pd_rd_r=cb96d8e4-c8b8-40dd-a284-2887150b0a1c&pd_rd_w=LH7jK&pd_rd_wg=qyLtv&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=FH0SN0TVRHDYD97NA1VH&psc=1&refRID=FH0SN0TVRHDYD97NA1VH;https://www.amazon.com//Autley-Wireless-Vertical-Ergonomic-Adjustable/product-reviews/B07FLMSR82/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;VMS1;;;;;;;;;;;;;;;;;;5.3 x 4 x 3.4 inches;;;;;No;B07FLMSR82;;;7.2 ounces;;;1 Lithium Polymer batteries required. (included);;;;;July 15, 2018;;;;;;;;;;;;#826 in Computer Mice;;;;4.1;;;;;;;;;;;;;;;;;AUTLEY;;;;;;;;;;;;;;;;;;;;
1614;1614;Adesso Truform Media 1600 (WKB-1600CB) 2.4GHz RF Wireless Ergonomic Keyboard and Optical Mouse with Split Design Ergonomic Keyboard, Multi-Media Keys and Adjustable DPI Mouse 5 Million Keystrokes;;;HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and…;/HP-24mh-FHD-Monitor-Built/dp/B08BF4CZSV/ref=pd_bxgy_2/145-2144494-8416737?_encoding=UTF8&pd_rd_i=B08BF4CZSV&pd_rd_r=e1f9db00-7d58-497b-9ea6-e41861dbfc02&pd_rd_w=ayLty&pd_rd_wg=OEHVg&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=VDKWZSF34WTJ51ZCRZ51&psc=1&refRID=VDKWZSF34WTJ51ZCRZ51;https://www.amazon.com//Adesso-Wkb-1600CB-Wireless-Ergonomic-Keyboard/product-reviews/B07ML1QCK5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;WKB-1600CB;;;;;;;;;;;;;;;;;;;;;;;No;B07ML1QCK5;;;3.21 ounces;;;;PC;;;;January 1, 2019;;;;20.6 x 10.3 x 2.2 inches;;;;Adesso;;;;#199 in Computer Keyboard & Mouse Combos;;;;4.0;20.6 x 10.3 x 2.2 inches;;;;;;;;;;;;;;;;Adesso;;;;;;;;;;Black;;;;;;;;;;
1615;1615;AtailorBird Mouse Pad with Wrist Support, PU Leather Ergonomic Wrist Rest Pain Relief Mouse Mat Non-Slip Rubber Base for Game Laptop Home Office, Black;VapowStore;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3D848F8VHH2V9&isAmazonFulfilled=1;;;https://www.amazon.com//AtailorBird-Support-Leather-Ergonomic-Non-Slip/product-reviews/B08LV7V5LP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;;;;;;9.84 x 9.06 x 0.79 inches;;;;;;B08LV7V5LP;;;6.3 ounces;;;;;;;;October 28, 2020;;;;;;;;;;;;#46,459 in Office Products ( See Top 100 in Office Products ) #1,085 in Mouse Pads;;;;4.5;;;;;;;;;;;;;;;;;AtailorBird;;;;;;;;;;;;;;;;;;;;
1616;1616;dealzEpic - Art Mousepad - Natural Rubber Mouse Pad with Famous Painting of Meadow Road to Pourville by Claude Monet - Stitched Edges - 9.5x7.9 inches;dealzEpic;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AT74FM5BWNE4C&isAmazonFulfilled=1;;;https://www.amazon.com//dealzEpic-Mousepad-Painting-Pourville-Stitched/product-reviews/B01N0T71S0/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Rubber;;;;;;;;;;No;B01N0T71S0;;;1.6 ounces;;;;;;;;February 8, 2017;;;;;;;;DealzEpic;;;;#47,185 in Office Products ( See Top 100 in Office Products ) #1,103 in Mouse Pads;;;;4.8;9.5 x 8 x 0.2 inches;;;;;;;;;;;;;;;;DealzEpic;;MPD-MONET-01-24x20-008;;;;;;;;Meadow Road to Pourville;;;;;;;;;;
1617;1617;Deskadia Double Sided Two Tone Vegan Leather Desk Mat Protector Pad, Waterproof Writing Non-Slip Mouse Pad Table Blotter Cover for Home Office Study Gaming Kids Decor(Black/Gray,36x17x0.08in);Fitter's Niche Direct;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1C127SDUWN4F9&isAmazonFulfilled=1;;;https://www.amazon.com//Deskadia-Protector-Waterproof-Non-Slip-36x17x0-08in/product-reviews/B08CZY975C/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;Vegan Artificial leather;;Rectangular;;;;;;;;;B08CZY975C;;;1 pounds;;;;;;;;September 3, 2020;;;;;;;;Deskadia;;;;#64,780 in Office Products ( See Top 100 in Office Products ) #203 in Desk Pads & Blotters #72,217 in Home Décor Products;;;;4.7;36 x 17 x 0.08 inches;;;;;;;;;;;;;;;;Deskadia;;DKUDM1736P0BAL;;;;;;;;Black/Gray;;;;;36 x 17 x 0.08 inch;;;;;
1618;1618;Mouse Pad Fishing Bass Mouth Mousepad Non-Slip Rubber Gaming Mouse Mat Rectangle Mouse Pads for Computers Laptop;FUN LVOES;https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ALXCO36V20QCJ&isAmazonFulfilled=1;VicTsing MM057 2.4G Wireless Portable Mobile Mouse Optical Mice with USB Receiver, 5 Adjustable DPI…;https://www.amazon.com/VicTsing-Wireless-Portable-Receiver-Adjustable/dp/B013WC0P2A/ref=pd_bxgy_2/140-0609643-4236847?_encoding=UTF8&pd_rd_i=B013WC0P2A&pd_rd_r=1ed24dcc-9dd2-49f5-ab22-a084b2710bae&pd_rd_w=TBYbH&pd_rd_wg=R3F6B&pf_rd_p=f325d01c-4658-4593-be83-3e12ca663f0e&pf_rd_r=BZMSJ6E2AP4YK49NVSEH&psc=1&refRID=BZMSJ6E2AP4YK49NVSEH;https://www.amazon.com//Fishing-Mousepad-Non-Slip-Rectangle-Computers/product-reviews/B088BHZDBL/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;;;;;;;;;;;;;;;;;;;100% Polyester + Rubber;;Rectangular;;;11.7 x 9.9 x 0.2 inches;;;;;;B088BHZDBL;;;4.2 ounces;;;;;;;;May 8, 2020;;;;;;;;UTWJLTL;;;;#34,652 in Office Products ( See Top 100 in Office Products ) #761 in Mouse Pads;;;;4.8;;;;;;;;;;;;;;;;;UTWJLTL CO. LTD;;UTWJLTL - jfmysnzp72y;;;;;;;;Fishing Bass Mouth;;;;;One Size;;;;;
